,HOUR,MAKE,BODY_TYP,MOD_YEAR,AGE,INJ_SEV,REST_USE,EJECTION,VE_FORMS,VSURCOND,ROLLOVER,TRAV_SP,VSPD_LIM,LGT_COND,DIF_SP
6948,6,GMC,Pickups,3.0,13,No Apparent Injury,1,0,1,0,0,55,55,2,0
6949,7,Ford,Pickups,20.0,43,Fatal Injury,0,1,3,0,0,55,55,0,0
6950,7,Ford,Pickups,20.0,10,Possible Injury,1,0,3,0,0,55,55,0,0
6951,7,Chevrolet,Pickups,11.0,36,No Apparent Injury,1,0,3,0,0,55,55,0,0
6952,7,Chevrolet,Pickups,11.0,30,No Apparent Injury,1,0,3,0,0,55,55,0,0
6953,0,Ford,SUVs,15.0,32,Suspected Minor Injury,1,2,2,0,1,68,70,2,-2
6954,0,Ford,SUVs,15.0,37,Suspected Serious Injury,1,2,2,0,1,68,70,2,-2
6955,0,Ford,SUVs,15.0,36,Suspected Serious Injury,1,2,2,0,1,68,70,2,-2
6956,0,Ford,SUVs,15.0,33,Suspected Minor Injury,0,0,2,0,1,68,70,2,-2
6957,0,Ford,SUVs,15.0,28,Fatal Injury,1,2,2,0,1,68,70,2,-2
6958,99,Ford,Pickups,26.0,11,Fatal Injury,0,0,1,0,0,65,55,2,10
6959,0,Toyota,Sedans,5.0,26,Possible Injury,1,0,2,0,0,30,25,2,5
6960,0,Toyota,Sedans,5.0,24,Possible Injury,1,0,2,0,0,30,25,2,5
6961,10,Chevrolet,Sedans,6.0,27,Suspected Serious Injury,1,0,2,0,0,3,70,0,-67
6962,19,Chevrolet,Pickups,15.0,23,Fatal Injury,0,1,1,0,1,71,70,1,1
6963,21,Chevrolet,Pickups,16.0,55,No Apparent Injury,1,0,1,0,0,45,55,2,-10
6964,9,GMC,SUVs,7.0,30,No Apparent Injury,1,0,1,0,0,55,55,0,0
6965,22,Ford,Pickups,17.0,28,Fatal Injury,0,0,1,0,1,55,55,2,0
6966,21,BMW,Sedans,4.0,32,Fatal Injury,0,2,1,0,0,55,35,2,20
6967,15,Chevrolet,Sedans,7.0,72,Fatal Injury,0,0,2,0,0,55,55,0,0
6968,12,Toyota,Pickups,8.0,63,No Apparent Injury,1,0,3,0,0,65,65,0,0
6969,15,Ford,Pickups,2.0,28,No Apparent Injury,1,0,3,0,0,45,55,0,-10
6970,1,Chevrolet,Pickups,5.0,26,Possible Injury,0,0,2,0,1,47,55,2,-8
6971,1,BMW,Sedans,5.0,52,Fatal Injury,1,0,2,0,0,57,55,2,2
6972,1,BMW,Sedans,5.0,40,Suspected Minor Injury,1,0,2,0,0,57,55,2,2
6973,11,Chevrolet,Pickups,14.0,47,Suspected Serious Injury,0,0,2,0,0,45,45,0,0
6974,6,Ford,Pickups,14.0,37,Fatal Injury,0,0,1,0,0,72,55,1,17
6975,15,Ford,Sedans,18.0,58,Suspected Minor Injury,0,0,2,0,0,35,70,0,-35
6976,15,Ford,Sedans,18.0,21,Suspected Minor Injury,0,0,2,0,0,35,70,0,-35
6977,23,Toyota,Pickups,15.0,56,Fatal Injury,0,0,2,0,0,55,55,2,0
6978,23,Chevrolet,Sedans,8.0,29,Suspected Serious Injury,0,0,2,0,0,60,55,2,5
6979,23,Chevrolet,Sedans,8.0,30,Possible Injury,0,0,2,0,0,60,55,2,5
6980,17,Jeep,SUVs,16.0,19,Suspected Minor Injury,1,0,1,0,1,55,55,0,0
6981,17,Jeep,SUVs,16.0,21,Possible Injury,1,0,1,0,1,55,55,0,0
6982,17,Jeep,SUVs,16.0,19,Fatal Injury,1,0,1,0,1,55,55,0,0
6983,18,Ford,SUVs,2.0,46,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
6984,2,Chevrolet,SUVs,17.0,29,Fatal Injury,0,1,1,0,1,70,45,2,25
6985,6,Chevrolet,Sedans,2.0,18,Fatal Injury,0,0,2,0,0,70,55,1,15
6986,6,Chevrolet,Sedans,2.0,18,Fatal Injury,0,0,2,0,0,70,55,1,15
6987,6,Chevrolet,Sedans,2.0,16,Suspected Serious Injury,0,0,2,0,0,70,55,1,15
6988,6,Toyota,SUVs,15.0,37,Fatal Injury,1,0,2,0,0,30,55,1,-25
6989,6,Toyota,SUVs,15.0,17,Suspected Minor Injury,1,0,2,0,0,30,55,1,-25
6990,6,Toyota,SUVs,15.0,7,Suspected Minor Injury,1,0,2,0,0,30,55,1,-25
6991,0,Chevrolet,Pickups,31.0,11,Fatal Injury,0,0,1,0,0,80,30,2,50
6992,6,Honda,Sedans,16.0,19,Suspected Minor Injury,0,0,2,0,0,22,50,1,-28
6993,6,Honda,Sedans,16.0,17,Fatal Injury,0,0,2,0,0,22,50,1,-28
6994,6,Honda,Sedans,16.0,14,Fatal Injury,0,0,2,0,0,22,50,1,-28
6995,12,Ford,SUVs,3.0,28,Possible Injury,1,0,1,0,0,55,55,0,0
6996,15,Chevrolet,Sedans,12.0,27,Fatal Injury,1,0,3,0,0,35,55,0,-20
6997,15,Chevrolet,Sedans,10.0,22,Possible Injury,1,0,3,0,0,55,55,0,0
6998,15,Chevrolet,Pickups,8.0,57,Possible Injury,1,0,3,0,0,50,55,0,-5
6999,13,Ford,SUVs,25.0,41,Fatal Injury,1,0,1,0,1,55,55,0,0
7000,13,Ford,SUVs,25.0,36,Possible Injury,1,0,1,0,1,55,55,0,0
7001,13,Honda,Sedans,6.0,46,Fatal Injury,0,1,1,0,1,45,35,0,10
7002,13,Honda,Sedans,6.0,40,Possible Injury,0,0,1,0,1,45,35,0,10
7003,16,Chevrolet,SUVs,17.0,60,Fatal Injury,1,0,1,0,1,55,55,0,0
7004,21,Chevrolet,Pickups,5.0,18,Possible Injury,1,0,2,0,0,98,40,2,58
7005,21,Chevrolet,Pickups,5.0,16,Suspected Serious Injury,1,0,2,0,0,98,40,2,58
7006,18,Ford,SUVs,18.0,32,Possible Injury,1,0,2,0,0,5,55,0,-50
7007,18,Ford,SUVs,18.0,31,Possible Injury,1,0,2,0,0,5,55,0,-50
7008,20,Ford,Sedans,19.0,41,Possible Injury,1,0,2,0,0,40,65,0,-25
7009,20,Ford,Sedans,19.0,43,Fatal Injury,0,0,2,0,0,40,65,0,-25
7010,20,Ford,Sedans,19.0,10,Possible Injury,1,0,2,0,0,40,65,0,-25
7011,20,Ford,Sedans,19.0,7,Possible Injury,1,0,2,0,0,40,65,0,-25
7012,20,Honda,Sedans,13.0,45,No Apparent Injury,1,0,1,0,0,49,35,2,14
7013,6,GMC,Pickups,5.0,56,No Apparent Injury,1,0,1,0,0,62,65,0,-3
7014,20,Ford,SUVs,15.0,32,Fatal Injury,0,1,2,0,1,70,70,2,0
7015,20,Ford,SUVs,15.0,17,Possible Injury,1,0,2,0,1,70,70,2,0
7016,21,Honda,Sedans,13.0,40,Fatal Injury,0,0,1,0,1,60,45,2,15
7017,5,Dodge,Pickups,21.0,55,No Apparent Injury,1,0,2,0,0,60,55,2,5
7018,7,Chevrolet,Pickups,27.0,29,Fatal Injury,1,0,2,0,0,55,55,0,0
7019,7,Chevrolet,Pickups,27.0,40,Fatal Injury,0,0,2,0,0,55,55,0,0
7020,7,Dodge,Pickups,12.0,58,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
7021,23,Dodge,Sedans,9.0,23,Possible Injury,1,0,1,0,1,70,70,2,0
7022,23,Dodge,Sedans,9.0,73,Fatal Injury,0,0,1,0,1,70,70,2,0
7023,20,GMC,SUVs,20.0,31,Possible Injury,0,0,2,0,0,15,45,2,-30
7024,20,GMC,SUVs,20.0,35,Possible Injury,1,0,2,0,0,15,45,2,-30
7025,20,GMC,SUVs,20.0,64,Suspected Serious Injury,0,0,2,0,0,15,45,2,-30
7026,20,GMC,SUVs,20.0,6,Possible Injury,0,0,2,0,0,15,45,2,-30
7027,20,GMC,SUVs,20.0,8,Possible Injury,0,0,2,0,0,15,45,2,-30
7028,20,GMC,SUVs,20.0,9,Possible Injury,0,0,2,0,0,15,45,2,-30
7029,20,GMC,SUVs,20.0,15,Possible Injury,0,0,2,0,0,15,45,2,-30
7030,20,GMC,SUVs,6.0,32,Possible Injury,1,0,2,0,0,48,45,2,3
7031,4,BMW,Pickups,19.0,18,Fatal Injury,0,2,1,0,1,55,55,2,0
7032,21,Toyota,Sedans,3.0,47,Possible Injury,0,0,2,0,0,100,70,2,30
7033,21,Jeep,SUVs,2.0,35,Suspected Minor Injury,0,1,2,0,1,74,70,2,4
7034,21,Jeep,SUVs,2.0,8,Fatal Injury,0,1,2,0,1,74,70,2,4
7035,21,Jeep,SUVs,2.0,12,Suspected Serious Injury,0,1,2,0,1,74,70,2,4
7036,18,Chevrolet,Sedans,10.0,22,Fatal Injury,1,0,2,0,0,55,55,1,0
7037,18,Chevrolet,Pickups,4.0,73,Fatal Injury,1,0,2,0,0,55,55,1,0
7038,17,Chevrolet,Pickups,12.0,32,Fatal Injury,0,0,3,0,0,66,45,0,21
7039,17,Ford,Pickups,5.0,63,Possible Injury,1,0,3,0,0,0,45,0,-45
7040,17,Ford,Pickups,5.0,53,Possible Injury,1,0,3,0,0,0,45,0,-45
7041,17,BMW,Pickups,11.0,54,Suspected Minor Injury,1,0,3,0,0,45,45,0,0
7042,10,BMW,Sedans,8.0,41,Possible Injury,1,0,2,0,0,50,50,0,0
7043,10,BMW,Sedans,8.0,53,Possible Injury,1,0,2,0,0,50,50,0,0
7044,19,Chevrolet,Pickups,12.0,58,No Apparent Injury,1,0,2,0,0,5,55,0,-50
7045,19,Chevrolet,Pickups,12.0,36,No Apparent Injury,1,0,2,0,0,5,55,0,-50
7046,17,Jeep,SUVs,6.0,41,No Apparent Injury,1,0,4,0,0,56,60,0,-4
7047,17,Jeep,SUVs,6.0,8,Possible Injury,1,0,4,0,0,56,60,0,-4
7048,17,Toyota,SUVs,12.0,41,No Apparent Injury,1,0,4,0,0,0,60,0,-60
7049,17,Toyota,SUVs,12.0,24,Possible Injury,1,0,4,0,0,0,60,0,-60
7050,16,Toyota,SUVs,22.0,63,Fatal Injury,1,0,10,0,1,0,70,0,-70
7051,16,Chevrolet,SUVs,6.0,32,Possible Injury,1,0,10,0,0,0,70,0,-70
7052,16,BMW,Sedans,2.0,47,No Apparent Injury,1,0,10,0,0,0,70,0,-70
7053,16,BMW,Sedans,2.0,47,No Apparent Injury,1,0,10,0,0,0,70,0,-70
7054,16,BMW,Sedans,2.0,14,No Apparent Injury,1,0,10,0,0,0,70,0,-70
7055,16,BMW,Sedans,2.0,14,No Apparent Injury,1,0,10,0,0,0,70,0,-70
7056,16,Toyota,SUVs,13.0,45,No Apparent Injury,1,0,10,0,0,0,70,0,-70
7057,14,Honda,Sedans,2.0,46,Fatal Injury,0,0,1,0,1,55,55,0,0
7058,14,Chevrolet,Pickups,16.0,18,No Apparent Injury,1,0,1,0,0,50,55,0,-5
7059,17,GMC,Pickups,14.0,30,Suspected Serious Injury,0,0,1,1,0,55,55,0,0
7060,17,GMC,Pickups,14.0,34,Fatal Injury,0,2,1,1,0,55,55,0,0
7061,8,Ford,Pickups,18.0,63,Fatal Injury,0,1,2,0,0,25,40,0,-15
7062,8,Dodge,Sedans,6.0,34,Suspected Minor Injury,0,0,2,0,0,68,55,0,13
7063,20,Honda,Sedans,19.0,30,Fatal Injury,1,0,2,0,0,55,55,2,0
7064,20,Toyota,Sedans,8.0,19,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
7065,13,Chevrolet,Sedans,20.0,79,Fatal Injury,1,0,2,0,0,10,45,0,-35
7066,13,Toyota,SUVs,9.0,30,Suspected Minor Injury,0,0,2,0,0,45,45,0,0
7067,13,Toyota,SUVs,9.0,27,Possible Injury,1,0,2,0,0,45,45,0,0
7068,13,Toyota,SUVs,9.0,9,Suspected Minor Injury,1,0,2,0,0,45,45,0,0
7069,23,Toyota,Pickups,12.0,34,Suspected Serious Injury,1,0,3,0,1,65,60,2,5
7070,16,Toyota,Pickups,3.0,55,Fatal Injury,0,0,1,0,0,55,55,0,0
7071,10,GMC,Pickups,17.0,72,Fatal Injury,1,0,1,0,0,75,75,0,0
7072,18,Dodge,Pickups,18.0,51,Suspected Serious Injury,0,0,2,0,0,45,45,0,0
7073,18,Chevrolet,Sedans,4.0,62,Suspected Serious Injury,1,0,2,0,0,20,45,0,-25
7074,18,Chevrolet,Sedans,4.0,82,Fatal Injury,0,0,2,0,0,20,45,0,-25
7075,3,GMC,Pickups,17.0,45,Fatal Injury,0,0,2,0,0,80,70,2,10
7076,14,Ford,Pickups,16.0,27,Suspected Minor Injury,1,0,3,0,0,55,55,0,0
7077,14,Ford,Pickups,3.0,54,No Apparent Injury,1,0,3,0,0,55,55,0,0
7078,14,Toyota,Sedans,14.0,71,Fatal Injury,1,0,3,0,0,55,55,0,0
7079,9,Toyota,Sedans,15.0,27,Fatal Injury,0,0,2,0,0,55,55,0,0
7080,9,GMC,Pickups,2.0,71,No Apparent Injury,1,0,2,1,0,55,55,0,0
7081,17,Honda,Sedans,4.0,22,No Apparent Injury,1,0,2,0,0,10,40,0,-30
7082,17,BMW,Sedans,21.0,71,Fatal Injury,0,0,1,0,1,55,55,0,0
7083,3,Chevrolet,SUVs,13.0,51,Possible Injury,1,0,1,0,0,55,55,2,0
7084,10,Hyundai,Sedans,8.0,52,Possible Injury,1,0,2,0,0,40,55,0,-15
7085,10,Hyundai,Sedans,8.0,11,Possible Injury,1,0,2,0,0,40,55,0,-15
7086,10,Toyota,Sedans,19.0,84,Fatal Injury,1,0,2,0,0,55,55,0,0
7087,10,Chevrolet,Pickups,13.0,29,No Apparent Injury,1,0,2,0,0,55,55,0,0
7088,17,Chevrolet,SUVs,15.0,28,Fatal Injury,0,1,1,0,1,70,70,0,0
7089,19,BMW,Sedans,11.0,68,Fatal Injury,0,0,2,1,0,35,35,2,0
7090,19,Toyota,Pickups,5.0,19,Possible Injury,1,0,2,1,0,35,35,2,0
7091,19,Toyota,Pickups,5.0,20,Possible Injury,1,0,2,1,0,35,35,2,0
7092,19,Toyota,Pickups,5.0,19,Possible Injury,1,0,2,1,0,35,35,2,0
7093,12,BMW,Sedans,15.0,35,Suspected Serious Injury,1,0,2,0,0,65,35,0,30
7094,12,BMW,Pickups,22.0,56,Suspected Serious Injury,1,0,2,0,1,30,35,0,-5
7095,12,BMW,Pickups,22.0,9,Fatal Injury,0,1,2,0,1,30,35,0,-5
7096,1,Ford,Pickups,10.0,24,No Apparent Injury,1,0,2,0,0,50,35,2,15
7097,1,Chevrolet,Pickups,20.0,39,Fatal Injury,0,0,2,0,0,40,35,2,5
7098,19,Chevrolet,Pickups,29.0,49,Fatal Injury,1,0,1,0,0,55,55,0,0
7099,13,Dodge,Pickups,5.0,54,Fatal Injury,1,0,2,1,0,55,55,0,0
7100,21,Toyota,Sedans,10.0,56,No Apparent Injury,1,0,1,0,0,45,45,2,0
7101,6,Chevrolet,Pickups,15.0,17,Possible Injury,1,0,1,0,0,55,55,0,0
7102,19,Toyota,Pickups,35.0,23,No Apparent Injury,0,0,1,0,0,55,25,0,30
7103,3,GMC,Pickups,15.0,56,Fatal Injury,0,0,1,0,0,60,30,1,30
7104,23,Chevrolet,Sedans,24.0,53,Fatal Injury,1,0,1,0,0,10,35,2,-25
7105,8,Chevrolet,Pickups,1.0,16,No Apparent Injury,1,0,2,0,0,65,35,0,30
7106,8,Chevrolet,Pickups,1.0,37,No Apparent Injury,1,0,2,0,0,65,35,0,30
7107,16,Ford,Pickups,2.0,62,Fatal Injury,1,0,1,1,0,55,70,0,-15
7108,5,Ford,Pickups,16.0,38,Possible Injury,1,0,3,0,0,55,55,2,0
7109,14,Toyota,Sedans,2.0,24,Fatal Injury,0,1,2,0,1,70,70,0,0
7110,19,BMW,Sedans,5.0,63,No Apparent Injury,1,0,3,0,0,35,35,1,0
7111,12,BMW,Sedans,15.0,21,Fatal Injury,1,0,2,0,0,65,65,0,0
7112,11,Chevrolet,Pickups,18.0,58,Fatal Injury,0,0,2,0,0,15,55,0,-40
7113,23,BMW,Sedans,14.0,27,Fatal Injury,0,0,1,0,0,60,40,2,20
7114,0,GMC,Pickups,8.0,19,Fatal Injury,0,0,1,0,0,45,45,2,0
7115,19,Honda,Sedans,19.0,18,Fatal Injury,0,2,1,0,0,66,45,0,21
7116,20,Ford,Pickups,8.0,39,No Apparent Injury,1,0,1,0,0,70,55,2,15
7117,6,Ford,Pickups,10.0,21,Suspected Minor Injury,0,0,1,0,1,60,55,1,5
7118,6,Ford,Pickups,10.0,32,Fatal Injury,0,1,1,0,1,60,55,1,5
7119,6,Ford,Pickups,10.0,19,Suspected Minor Injury,0,0,1,0,1,60,55,1,5
7120,6,Ford,Pickups,10.0,23,Suspected Serious Injury,0,0,1,0,1,60,55,1,5
7121,6,Ford,Pickups,10.0,23,Suspected Minor Injury,0,0,1,0,1,60,55,1,5
7122,6,Ford,Pickups,10.0,19,Suspected Serious Injury,0,0,1,0,1,60,55,1,5
7123,6,Ford,Pickups,10.0,19,Suspected Minor Injury,0,0,1,0,1,60,55,1,5
7124,6,Ford,Pickups,10.0,21,Fatal Injury,0,0,1,0,1,60,55,1,5
7125,13,Honda,SUVs,11.0,71,Fatal Injury,1,0,2,0,0,55,55,0,0
7126,9,Ford,Sedans,19.0,88,Fatal Injury,0,0,2,0,0,10,35,0,-25
7127,13,Ford,Pickups,22.0,86,Fatal Injury,0,0,4,0,0,45,55,0,-10
7128,13,Dodge,Sedans,10.0,35,No Apparent Injury,1,0,4,0,0,45,55,0,-10
7129,13,Dodge,Sedans,10.0,39,No Apparent Injury,1,0,4,0,0,45,55,0,-10
7130,13,Dodge,Sedans,10.0,10,No Apparent Injury,1,0,4,0,0,45,55,0,-10
7131,6,Dodge,Pickups,21.0,37,Suspected Minor Injury,0,0,2,0,0,45,45,0,0
7132,15,Chevrolet,Pickups,6.0,35,No Apparent Injury,1,0,2,0,0,55,55,0,0
7133,15,Chevrolet,Pickups,6.0,32,Fatal Injury,0,0,2,0,0,55,55,0,0
7134,15,Chevrolet,Pickups,6.0,64,Fatal Injury,0,0,2,0,0,55,55,0,0
7135,19,GMC,SUVs,14.0,64,No Apparent Injury,1,0,1,0,0,45,55,0,-10
7136,15,Toyota,Pickups,7.0,25,Fatal Injury,0,2,1,0,0,80,55,0,25
7137,5,GMC,Pickups,15.0,45,Possible Injury,1,0,1,0,0,45,45,2,0
7138,15,Chevrolet,Pickups,24.0,69,Fatal Injury,1,0,2,0,1,70,70,0,0
7139,15,Chevrolet,Pickups,24.0,10,Suspected Minor Injury,1,0,2,0,1,70,70,0,0
7140,21,BMW,Sedans,1.0,22,Fatal Injury,0,0,2,0,0,69,55,2,14
7141,21,BMW,Sedans,1.0,23,Fatal Injury,0,0,2,0,0,69,55,2,14
7142,0,Chevrolet,Pickups,12.0,51,Fatal Injury,0,1,1,0,1,75,75,2,0
7143,20,Toyota,Pickups,18.0,21,No Apparent Injury,1,0,1,0,0,40,55,2,-15
7144,21,Honda,Sedans,1.0,26,Fatal Injury,1,0,1,0,0,55,55,2,0
7145,20,Chevrolet,Pickups,12.0,48,No Apparent Injury,1,0,1,1,0,55,55,2,0
7146,20,Chevrolet,Pickups,12.0,43,No Apparent Injury,1,0,1,1,0,55,55,2,0
7147,20,Chevrolet,Pickups,12.0,14,No Apparent Injury,1,0,1,1,0,55,55,2,0
7148,20,Chevrolet,Pickups,12.0,9,No Apparent Injury,1,0,1,1,0,55,55,2,0
7149,20,Chevrolet,Pickups,12.0,15,No Apparent Injury,1,0,1,1,0,55,55,2,0
7150,15,Toyota,SUVs,7.0,27,Possible Injury,1,0,4,0,0,35,60,0,-25
7151,15,Dodge,Pickups,5.0,71,No Apparent Injury,1,0,4,0,0,5,60,0,-55
7152,15,BMW,Pickups,3.0,25,No Apparent Injury,1,0,4,0,0,15,60,0,-45
7153,20,Chevrolet,Pickups,13.0,50,Suspected Minor Injury,1,0,1,0,1,83,70,2,13
7154,20,Chevrolet,Pickups,13.0,59,Fatal Injury,0,1,1,0,1,83,70,2,13
7155,20,Chevrolet,Pickups,13.0,52,Suspected Minor Injury,1,0,1,0,1,83,70,2,13
7156,16,Jeep,SUVs,22.0,55,Possible Injury,1,0,1,0,1,80,70,0,10
7157,16,Jeep,SUVs,22.0,46,Fatal Injury,0,1,1,0,1,80,70,0,10
7158,20,Honda,SUVs,8.0,39,No Apparent Injury,1,0,2,0,0,70,70,2,0
7159,20,Honda,SUVs,8.0,15,No Apparent Injury,1,0,2,0,0,70,70,2,0
7160,20,BMW,Sedans,2.0,20,No Apparent Injury,1,0,2,0,0,70,70,2,0
7161,20,BMW,Sedans,2.0,20,No Apparent Injury,1,0,2,0,0,70,70,2,0
7162,5,BMW,Sedans,12.0,28,Fatal Injury,1,0,2,0,0,55,55,2,0
7163,18,Chevrolet,Pickups,12.0,18,Possible Injury,1,0,2,0,0,5,40,0,-35
7164,22,Toyota,Sedans,16.0,18,Fatal Injury,0,1,2,0,1,45,45,2,0
7165,22,Toyota,Sedans,16.0,18,Suspected Minor Injury,1,0,2,0,1,45,45,2,0
7166,22,Ford,Pickups,17.0,69,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
7167,18,Ford,Sedans,8.0,17,Possible Injury,1,0,3,0,0,10,35,0,-25
7168,18,Chevrolet,Pickups,14.0,72,Suspected Minor Injury,1,0,3,0,0,55,55,0,0
7169,18,Chevrolet,Pickups,14.0,71,Fatal Injury,1,0,3,0,0,55,55,0,0
7170,19,BMW,Pickups,8.0,61,Fatal Injury,1,0,2,1,0,60,55,0,5
7171,19,BMW,Pickups,8.0,52,Fatal Injury,1,0,2,1,0,60,55,0,5
7172,18,Chevrolet,Pickups,15.0,25,Suspected Minor Injury,0,0,2,1,0,98,65,0,33
7173,18,Chevrolet,Pickups,15.0,41,Suspected Minor Injury,1,0,2,1,0,98,65,0,33
7174,21,Chevrolet,Pickups,12.0,27,Possible Injury,1,0,2,0,1,60,55,2,5
7175,17,GMC,Pickups,5.0,41,No Apparent Injury,1,0,3,0,0,55,55,0,0
7176,17,Ford,Sedans,6.0,19,No Apparent Injury,1,0,3,0,0,0,55,0,-55
7177,2,Dodge,Pickups,5.0,65,Fatal Injury,1,0,2,0,0,73,60,2,13
7178,7,Toyota,SUVs,45.0,47,No Apparent Injury,1,0,2,0,0,5,55,0,-50
7179,21,Ford,SUVs,8.0,43,No Apparent Injury,1,0,2,0,0,0,45,2,-45
7180,21,Ford,SUVs,8.0,42,No Apparent Injury,1,0,2,0,0,0,45,2,-45
7181,21,Ford,SUVs,8.0,14,No Apparent Injury,1,0,2,0,0,0,45,2,-45
7182,21,Ford,SUVs,8.0,17,No Apparent Injury,1,0,2,0,0,0,45,2,-45
7183,21,Ford,SUVs,8.0,21,No Apparent Injury,1,0,2,0,0,0,45,2,-45
7184,22,Chevrolet,Pickups,3.0,32,Fatal Injury,0,0,1,0,0,70,70,2,0
7185,11,Chevrolet,SUVs,6.0,21,No Apparent Injury,1,0,1,0,0,50,55,0,-5
7186,11,Chevrolet,SUVs,6.0,19,No Apparent Injury,1,0,1,0,0,50,55,0,-5
7187,11,Chevrolet,SUVs,6.0,15,Suspected Serious Injury,1,0,1,0,0,50,55,0,-5
7188,11,Chevrolet,SUVs,6.0,14,No Apparent Injury,1,0,1,0,0,50,55,0,-5
7189,11,Chevrolet,SUVs,6.0,11,No Apparent Injury,1,0,1,0,0,50,55,0,-5
7190,2,Honda,Sedans,5.0,22,Fatal Injury,0,0,1,0,0,70,55,2,15
7191,18,Honda,Sedans,4.0,16,Fatal Injury,1,0,3,0,0,5,55,0,-50
7192,18,Honda,Sedans,4.0,43,Fatal Injury,1,0,3,0,0,5,55,0,-50
7193,18,Ford,Pickups,23.0,40,No Apparent Injury,1,0,3,0,0,55,55,0,0
7194,18,Ford,Pickups,23.0,31,No Apparent Injury,1,0,3,0,0,55,55,0,0
7195,18,Chevrolet,Sedans,4.0,71,No Apparent Injury,1,0,3,0,0,10,55,0,-45
7196,18,Chevrolet,Sedans,4.0,71,No Apparent Injury,1,0,3,0,0,10,55,0,-45
7197,6,Ford,Pickups,17.0,42,Fatal Injury,1,0,2,0,0,55,55,1,0
7198,21,Chevrolet,Pickups,5.0,51,No Apparent Injury,1,0,2,0,0,55,55,2,0
7199,21,Ford,Pickups,28.0,60,Fatal Injury,1,0,2,0,1,55,55,2,0
7200,21,Ford,Pickups,28.0,68,Suspected Serious Injury,0,0,2,0,1,55,55,2,0
7201,15,Chevrolet,Pickups,13.0,30,Fatal Injury,0,2,1,0,0,45,60,0,-15
7202,15,Chevrolet,Pickups,13.0,22,Suspected Minor Injury,0,0,1,0,0,45,60,0,-15
7203,5,Ford,Pickups,12.0,19,Fatal Injury,0,0,1,0,0,55,55,2,0
7204,14,Ford,Sedans,13.0,28,Fatal Injury,1,0,1,1,0,70,70,0,0
7205,19,Honda,SUVs,8.0,23,No Apparent Injury,1,0,2,0,0,15,45,0,-30
7206,19,Chevrolet,Pickups,14.0,58,Fatal Injury,0,0,2,0,0,37,45,0,-8
7207,19,Chevrolet,Pickups,14.0,54,Possible Injury,1,0,2,0,0,37,45,0,-8
7208,14,Chevrolet,Sedans,2.0,43,Possible Injury,0,0,4,0,0,70,70,0,0
7209,14,Chevrolet,Sedans,2.0,13,Possible Injury,0,0,4,0,0,70,70,0,0
7210,14,Toyota,Pickups,11.0,70,Possible Injury,1,0,4,0,0,65,70,0,-5
7211,2,Chevrolet,Pickups,3.0,22,Fatal Injury,0,0,1,0,1,98,55,2,43
7213,15,BMW,Pickups,15.0,60,Fatal Injury,0,0,1,0,1,55,55,0,0
7214,20,Ford,Sedans,15.0,41,Suspected Minor Injury,0,0,2,0,0,74,45,2,29
7215,20,Chevrolet,Pickups,13.0,54,Suspected Minor Injury,1,0,2,0,1,9,45,2,-36
7216,20,Chevrolet,Pickups,13.0,58,Fatal Injury,1,0,2,0,1,9,45,2,-36
7217,22,Chevrolet,Pickups,11.0,22,Fatal Injury,0,1,1,0,0,55,55,2,0
7218,22,Chevrolet,Pickups,11.0,18,Suspected Minor Injury,0,1,1,0,0,55,55,2,0
7219,20,Hyundai,SUVs,14.0,51,No Apparent Injury,1,0,2,0,0,7,25,2,-18
7220,20,Hyundai,SUVs,14.0,30,No Apparent Injury,1,0,2,0,0,7,25,2,-18
7221,20,Hyundai,SUVs,14.0,33,No Apparent Injury,1,0,2,0,0,7,25,2,-18
7222,18,Ford,Sedans,13.0,24,Fatal Injury,0,0,2,1,0,55,55,0,0
7223,18,Ford,Pickups,26.0,65,Fatal Injury,0,0,2,1,0,55,55,0,0
7224,18,Ford,Pickups,26.0,58,Possible Injury,0,0,2,1,0,55,55,0,0
7225,6,Jeep,SUVs,12.0,77,No Apparent Injury,1,0,2,0,0,40,55,1,-15
7226,21,Toyota,Sedans,1.0,61,Fatal Injury,0,0,2,0,0,55,55,2,0
7227,21,Chevrolet,Pickups,11.0,74,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
7228,21,Chevrolet,Pickups,11.0,67,Suspected Minor Injury,1,0,2,0,0,55,55,2,0
7229,16,BMW,Sedans,18.0,30,Fatal Injury,0,0,2,0,0,55,55,0,0
7230,11,Dodge,Pickups,3.0,56,Fatal Injury,1,0,2,0,0,70,65,0,5
7231,13,Ford,Pickups,8.0,68,Fatal Injury,1,0,1,1,1,60,60,0,0
7232,22,Ford,Pickups,20.0,41,No Apparent Injury,1,0,1,0,0,50,55,2,-5
7233,9,Ford,Pickups,22.0,26,Fatal Injury,0,0,1,0,0,70,55,0,15
7234,14,Honda,SUVs,14.0,90,Suspected Minor Injury,1,0,2,0,0,45,45,0,0
7235,14,BMW,Sedans,15.0,67,Fatal Injury,1,0,2,0,0,0,45,0,-45
7236,14,BMW,Sedans,15.0,10,No Apparent Injury,1,0,2,0,0,0,45,0,-45
