,HOUR,MAKE,BODY_TYP,MOD_YEAR,AGE,INJ_SEV,REST_USE,EJECTION,VE_FORMS,VSURCOND,ROLLOVER,TRAV_SP,VSPD_LIM,LGT_COND,DIF_SP
0,22,Toyota,Pickups,8.0,23,No Apparent Injury,1,0,1,0,0,75,70,2,5
1,0,Chevrolet,Pickups,15.0,40,No Apparent Injury,1,0,2,0,0,70,70,2,0
2,12,Jeep,SUVs,3.0,38,Fatal Injury,1,0,3,1,0,65,70,0,-5
3,12,Jeep,SUVs,3.0,30,Suspected Serious Injury,1,0,3,1,0,65,70,0,-5
4,21,Hyundai,Sedans,3.0,24,Fatal Injury,1,0,2,0,0,30,55,2,-25
5,14,Hyundai,Sedans,3.0,75,Suspected Serious Injury,1,0,1,0,0,65,35,0,30
6,14,Hyundai,Sedans,3.0,89,Fatal Injury,1,0,1,0,0,65,35,0,30
7,16,Chevrolet,Pickups,17.0,34,Fatal Injury,0,2,1,0,1,70,45,0,25
8,16,Chevrolet,Pickups,17.0,21,Suspected Serious Injury,0,0,1,0,1,70,45,0,25
9,13,Honda,Sedans,9.0,27,No Apparent Injury,1,0,1,0,0,58,55,0,3
10,16,BMW,Pickups,18.0,74,Fatal Injury,0,1,2,0,0,10,25,1,-15
11,16,BMW,Pickups,18.0,31,Possible Injury,1,0,2,0,0,10,25,1,-15
12,9,Toyota,Pickups,15.0,47,Suspected Serious Injury,1,0,2,0,1,55,55,0,0
13,22,Ford,SUVs,11.0,47,Suspected Serious Injury,0,0,2,0,0,40,40,2,0
14,22,Ford,SUVs,11.0,12,Suspected Minor Injury,1,0,2,0,0,40,40,2,0
15,22,Ford,SUVs,11.0,10,Suspected Minor Injury,1,0,2,0,0,40,40,2,0
16,22,Ford,SUVs,11.0,10,Suspected Minor Injury,1,0,2,0,0,40,40,2,0
17,7,Jeep,SUVs,17.0,25,Suspected Serious Injury,0,0,2,1,0,45,45,0,0
18,7,Jeep,SUVs,17.0,17,Suspected Serious Injury,1,0,2,1,0,45,45,0,0
19,23,Chevrolet,Pickups,13.0,32,Fatal Injury,0,0,1,1,0,45,45,2,0
20,23,Chevrolet,Pickups,13.0,31,No Apparent Injury,0,0,1,1,0,45,45,2,0
21,7,Dodge,Sedans,3.0,30,Fatal Injury,1,0,2,1,0,50,55,0,-5
22,5,Ford,Pickups,15.0,54,No Apparent Injury,1,0,1,1,0,50,45,2,5
23,12,Chevrolet,SUVs,15.0,31,Suspected Serious Injury,0,0,2,0,0,55,55,0,0
24,12,Chevrolet,SUVs,15.0,9,Fatal Injury,0,0,2,0,0,55,55,0,0
25,22,Hyundai,Sedans,7.0,17,Fatal Injury,0,0,1,1,0,70,55,2,15
26,23,Chevrolet,SUVs,16.0,19,Fatal Injury,0,1,1,0,1,65,45,2,20
27,15,Jeep,SUVs,20.0,60,Suspected Serious Injury,0,0,2,0,0,55,55,0,0
28,15,Toyota,SUVs,2.0,80,Fatal Injury,1,0,2,0,0,50,55,0,-5
29,15,Toyota,SUVs,2.0,81,Fatal Injury,1,0,2,0,0,50,55,0,-5
30,18,Chevrolet,Sedans,13.0,71,Suspected Serious Injury,1,0,2,0,0,40,55,2,-15
31,18,Chevrolet,Sedans,13.0,71,Fatal Injury,1,0,2,0,0,40,55,2,-15
32,19,Chevrolet,SUVs,12.0,19,Fatal Injury,0,0,2,0,0,55,55,2,0
33,17,Toyota,Pickups,9.0,47,Fatal Injury,0,0,2,0,0,55,50,2,5
34,10,GMC,Pickups,12.0,64,Fatal Injury,1,0,1,1,1,55,55,0,0
35,17,Ford,Sedans,18.0,87,No Apparent Injury,1,0,1,0,0,55,55,2,0
36,17,Ford,Sedans,18.0,80,No Apparent Injury,1,0,1,0,0,55,55,2,0
37,13,Dodge,Sedans,15.0,44,Suspected Minor Injury,1,0,5,1,0,55,55,0,0
38,6,Toyota,Pickups,33.0,27,No Apparent Injury,1,0,1,0,0,60,45,2,15
39,6,Jeep,SUVs,8.0,41,Fatal Injury,0,1,1,0,2,65,55,2,10
40,15,Chevrolet,Pickups,16.0,61,Suspected Serious Injury,0,0,2,0,0,50,55,0,-5
41,7,Chevrolet,Sedans,6.0,55,Fatal Injury,0,0,2,1,0,55,55,0,0
42,7,Ford,Pickups,16.0,45,Fatal Injury,0,0,2,1,1,30,55,0,-25
43,4,Ford,Sedans,11.0,18,Fatal Injury,1,0,1,1,0,65,55,2,10
44,7,Honda,Sedans,14.0,27,Fatal Injury,0,1,1,0,1,80,55,0,25
45,7,Honda,Sedans,14.0,2,Fatal Injury,0,1,1,0,1,80,55,0,25
46,15,Chevrolet,Pickups,21.0,68,Fatal Injury,0,1,1,0,0,50,55,0,-5
47,3,Ford,SUVs,23.0,54,No Apparent Injury,1,0,1,1,0,65,70,2,-5
48,3,Toyota,SUVs,5.0,73,Fatal Injury,1,0,2,1,1,0,70,2,-70
49,21,Chevrolet,Pickups,11.0,80,No Apparent Injury,1,0,2,0,0,40,55,2,-15
50,20,BMW,Sedans,2.0,24,Suspected Minor Injury,0,1,1,0,1,80,55,2,25
51,20,BMW,Sedans,2.0,25,Fatal Injury,0,1,1,0,1,80,55,2,25
52,21,Toyota,Sedans,10.0,34,Fatal Injury,1,0,2,0,0,45,45,2,0
53,21,Toyota,Sedans,10.0,10,Suspected Serious Injury,1,2,2,0,0,45,45,2,0
54,17,Honda,Sedans,7.0,18,Fatal Injury,0,0,3,0,0,65,65,0,0
55,1,Chevrolet,Pickups,5.0,24,Fatal Injury,0,0,1,0,0,55,55,2,0
56,22,Chevrolet,Pickups,14.0,43,Fatal Injury,0,0,1,0,1,70,40,2,30
57,18,GMC,SUVs,6.0,29,No Apparent Injury,1,0,3,0,0,55,55,2,0
58,18,Dodge,SUVs,17.0,34,No Apparent Injury,1,0,3,0,0,55,55,2,0
59,18,BMW,SUVs,3.0,65,No Apparent Injury,1,0,3,0,0,55,55,2,0
60,6,Dodge,Pickups,11.0,39,Fatal Injury,1,0,1,1,1,55,55,0,0
61,9,Dodge,SUVs,18.0,33,Fatal Injury,0,0,1,0,1,65,25,0,40
62,18,Ford,Sedans,18.0,41,Fatal Injury,1,0,2,1,0,15,40,2,-25
63,18,Ford,Sedans,18.0,33,No Apparent Injury,0,0,2,1,0,15,40,2,-25
64,18,BMW,Sedans,11.0,50,No Apparent Injury,1,0,2,1,0,60,65,2,-5
65,15,Ford,Pickups,24.0,54,Fatal Injury,0,0,2,1,1,30,35,0,-5
66,12,Honda,Sedans,17.0,17,Suspected Serious Injury,1,0,1,1,0,55,35,0,20
67,12,Honda,Sedans,17.0,15,Fatal Injury,1,0,1,1,0,55,35,0,20
68,12,Honda,Sedans,17.0,15,No Apparent Injury,1,0,1,1,0,55,35,0,20
69,12,Honda,Sedans,17.0,15,Suspected Serious Injury,1,0,1,1,0,55,35,0,20
70,14,Honda,Sedans,22.0,52,Suspected Serious Injury,1,0,1,1,0,85,35,0,50
71,14,Honda,Sedans,22.0,24,Fatal Injury,0,0,1,1,0,85,35,0,50
72,17,Toyota,Pickups,7.0,65,No Apparent Injury,1,0,2,1,0,55,65,2,-10
73,7,GMC,SUVs,12.0,17,Possible Injury,1,0,2,0,0,70,45,0,25
74,7,GMC,Pickups,23.0,42,Fatal Injury,1,0,2,0,0,50,45,0,5
75,9,Ford,SUVs,23.0,27,Fatal Injury,1,0,1,1,0,55,45,0,10
76,19,Ford,Pickups,9.0,79,Suspected Minor Injury,1,0,1,0,1,55,55,2,0
77,19,Ford,Pickups,9.0,74,Suspected Serious Injury,1,0,1,0,1,55,55,2,0
78,19,Ford,Pickups,9.0,78,Fatal Injury,0,1,1,0,1,55,55,2,0
79,22,Ford,SUVs,17.0,56,Fatal Injury,0,0,1,1,0,70,55,2,15
80,20,BMW,Pickups,16.0,36,No Apparent Injury,1,0,1,0,0,45,45,2,0
81,20,BMW,Pickups,16.0,24,No Apparent Injury,1,0,1,0,0,45,45,2,0
82,20,BMW,Pickups,16.0,11,No Apparent Injury,1,0,1,0,0,45,45,2,0
83,12,BMW,Sedans,2.0,21,Suspected Serious Injury,0,0,1,0,1,130,55,0,75
84,12,BMW,Sedans,2.0,19,Fatal Injury,0,0,1,0,1,130,55,0,75
85,21,BMW,Sedans,12.0,58,Fatal Injury,0,0,1,0,0,45,60,2,-15
86,12,Honda,Sedans,16.0,20,Fatal Injury,1,0,2,0,0,15,55,0,-40
87,12,Honda,Sedans,16.0,14,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
88,12,Ford,Pickups,3.0,43,Possible Injury,1,0,2,0,0,65,65,0,0
89,16,BMW,SUVs,2.0,36,Possible Injury,1,0,3,0,0,55,55,0,0
90,16,BMW,SUVs,2.0,10,Possible Injury,1,0,3,0,0,55,55,0,0
91,21,Chevrolet,Sedans,11.0,52,Possible Injury,1,0,1,0,0,45,45,2,0
92,13,GMC,Pickups,6.0,85,Suspected Serious Injury,0,0,2,0,1,25,35,0,-10
93,13,GMC,Pickups,6.0,85,Fatal Injury,0,0,2,0,1,25,35,0,-10
94,13,Chevrolet,Pickups,10.0,51,Suspected Serious Injury,1,0,2,0,0,65,65,0,0
95,13,Chevrolet,Pickups,10.0,13,Suspected Serious Injury,1,0,2,0,0,65,65,0,0
96,13,Chevrolet,Pickups,10.0,12,Suspected Serious Injury,1,0,2,0,0,65,65,0,0
97,13,Chevrolet,Pickups,10.0,51,Suspected Serious Injury,1,0,2,0,0,65,65,0,0
98,8,Chevrolet,SUVs,24.0,51,Fatal Injury,1,0,1,1,0,50,55,0,-5
99,7,Ford,Pickups,20.0,41,Fatal Injury,0,2,1,0,1,55,55,0,0
100,18,Chevrolet,SUVs,15.0,64,Fatal Injury,0,0,1,1,0,50,55,2,-5
101,21,Ford,Pickups,14.0,59,Fatal Injury,0,1,2,0,0,65,35,2,30
102,21,Jeep,SUVs,22.0,48,Suspected Serious Injury,1,0,2,0,0,35,35,2,0
103,21,Jeep,SUVs,22.0,41,Suspected Serious Injury,1,0,2,0,0,35,35,2,0
104,3,Dodge,Pickups,23.0,39,Fatal Injury,0,1,1,0,1,100,45,2,55
105,9,Toyota,Sedans,6.0,30,Suspected Minor Injury,1,0,3,0,0,73,70,0,3
106,9,Honda,Sedans,25.0,53,Fatal Injury,1,0,3,0,0,0,70,0,-70
107,9,Dodge,Pickups,3.0,56,No Apparent Injury,1,0,3,0,0,0,70,0,-70
108,2,Chevrolet,SUVs,12.0,33,No Apparent Injury,0,0,2,1,0,70,55,2,15
109,2,Toyota,Sedans,9.0,31,Fatal Injury,0,0,2,1,0,45,55,2,-10
110,2,Toyota,Sedans,9.0,43,Suspected Serious Injury,0,0,2,1,0,45,55,2,-10
111,18,Honda,Sedans,18.0,21,Possible Injury,1,0,2,0,0,45,45,1,0
112,18,Honda,Sedans,18.0,20,Possible Injury,1,0,2,0,0,45,45,1,0
113,17,Toyota,Pickups,9.0,41,Fatal Injury,0,0,2,1,0,70,50,0,20
114,17,Toyota,Pickups,11.0,78,Fatal Injury,0,0,2,1,0,50,50,0,0
115,18,Ford,SUVs,17.0,52,Suspected Serious Injury,1,0,1,0,1,80,45,1,35
116,18,Ford,SUVs,17.0,47,Fatal Injury,1,2,1,0,1,80,45,1,35
117,18,Ford,SUVs,17.0,30,Suspected Serious Injury,1,0,1,0,1,80,45,1,35
118,17,Honda,Sedans,4.0,25,Fatal Injury,0,0,2,0,0,60,45,0,15
119,17,Chevrolet,Pickups,16.0,54,Suspected Minor Injury,0,0,2,0,0,45,45,0,0
120,20,Ford,Pickups,18.0,20,No Apparent Injury,1,0,1,1,0,40,35,2,5
121,14,BMW,SUVs,24.0,38,Fatal Injury,0,1,1,0,0,65,45,0,20
122,5,GMC,Pickups,12.0,25,Fatal Injury,0,0,1,0,0,65,45,0,20
123,4,Ford,Sedans,11.0,27,Fatal Injury,0,1,1,0,1,85,55,2,30
124,13,Chevrolet,Pickups,29.0,69,Suspected Serious Injury,1,0,2,0,0,55,45,0,10
125,13,Chevrolet,Pickups,29.0,60,Fatal Injury,0,0,2,0,0,55,45,0,10
126,13,Chevrolet,Sedans,2.0,50,No Apparent Injury,1,0,2,0,0,55,45,0,10
127,5,Dodge,Pickups,16.0,19,No Apparent Injury,1,0,2,0,0,5,55,0,-50
128,5,Toyota,Sedans,21.0,19,Fatal Injury,0,0,2,0,0,60,55,0,5
129,5,Toyota,Sedans,21.0,20,Suspected Minor Injury,1,0,2,0,0,60,55,0,5
130,5,Toyota,Sedans,21.0,22,Suspected Serious Injury,0,0,2,0,0,60,55,0,5
131,5,Toyota,Sedans,21.0,21,Suspected Minor Injury,1,0,2,0,0,60,55,0,5
132,6,Ford,Pickups,23.0,36,No Apparent Injury,1,0,1,0,0,40,35,1,5
133,7,Hyundai,Sedans,8.0,45,Fatal Injury,1,0,2,0,0,55,55,0,0
134,6,Chevrolet,Pickups,17.0,59,Fatal Injury,0,0,1,0,1,52,40,0,12
135,15,Hyundai,Sedans,8.0,29,Fatal Injury,0,1,1,0,1,75,55,0,20
136,20,Chevrolet,Sedans,7.0,28,No Apparent Injury,1,0,1,0,0,65,65,2,0
137,20,Chevrolet,Sedans,7.0,24,No Apparent Injury,1,0,1,0,0,65,65,2,0
138,15,Dodge,Pickups,14.0,87,No Apparent Injury,1,0,2,0,0,10,55,0,-45
139,15,Toyota,Sedans,22.0,23,Fatal Injury,0,0,2,0,0,65,55,0,10
140,8,Chevrolet,SUVs,14.0,18,Suspected Serious Injury,1,0,1,0,1,75,65,0,10
141,8,Chevrolet,SUVs,14.0,19,Fatal Injury,0,1,1,0,1,75,65,0,10
142,10,Chevrolet,SUVs,7.0,36,No Apparent Injury,1,0,2,0,0,5,45,0,-40
143,10,Chevrolet,SUVs,7.0,33,No Apparent Injury,1,0,2,0,0,5,45,0,-40
144,10,Chevrolet,SUVs,7.0,33,Fatal Injury,1,0,2,0,0,5,45,0,-40
145,10,Chevrolet,SUVs,7.0,11,Suspected Serious Injury,1,0,2,0,0,5,45,0,-40
146,14,Ford,SUVs,14.0,65,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
147,12,Chevrolet,Pickups,15.0,42,Suspected Minor Injury,0,0,2,0,0,55,55,0,0
148,0,BMW,Sedans,16.0,25,Fatal Injury,1,0,1,0,1,95,55,2,40
149,6,Ford,Pickups,6.0,23,No Apparent Injury,1,0,2,0,0,70,65,0,5
150,23,Ford,Pickups,15.0,25,Fatal Injury,0,1,1,0,1,80,25,2,55
151,10,BMW,Sedans,24.0,17,Fatal Injury,0,0,1,1,0,55,35,0,20
153,13,Jeep,SUVs,28.0,28,No Apparent Injury,1,0,2,0,0,50,55,0,-5
154,0,GMC,Pickups,17.0,27,Fatal Injury,0,1,1,0,1,70,55,2,15
155,15,Chevrolet,SUVs,15.0,34,Suspected Minor Injury,1,0,1,0,1,90,70,0,20
156,15,Chevrolet,SUVs,15.0,36,Fatal Injury,1,0,1,0,1,90,70,0,20
157,15,Chevrolet,SUVs,15.0,14,Suspected Minor Injury,1,0,1,0,1,90,70,0,20
158,21,Toyota,Sedans,6.0,27,Suspected Minor Injury,1,0,3,1,0,60,55,2,5
159,21,Ford,Sedans,14.0,22,No Apparent Injury,1,0,3,1,0,0,55,2,-55
160,21,Ford,Sedans,14.0,23,Fatal Injury,0,0,3,1,0,0,55,2,-55
161,5,Toyota,SUVs,21.0,30,Fatal Injury,1,0,1,1,1,80,55,1,25
162,5,Toyota,SUVs,21.0,47,Fatal Injury,0,0,1,1,1,80,55,1,25
163,19,Toyota,Sedans,2.0,44,Suspected Serious Injury,1,0,2,0,0,88,35,2,53
164,19,Toyota,Sedans,2.0,44,Suspected Serious Injury,1,0,2,0,0,88,35,2,53
165,19,Ford,Pickups,22.0,38,Fatal Injury,0,2,1,0,1,65,45,2,20
166,15,Toyota,Pickups,34.0,27,Fatal Injury,0,0,1,0,1,60,45,0,15
167,15,Toyota,Pickups,34.0,29,Fatal Injury,0,0,1,0,1,60,45,0,15
168,20,Hyundai,Sedans,16.0,50,Fatal Injury,0,1,1,0,1,85,45,2,40
169,19,Chevrolet,Pickups,18.0,36,No Apparent Injury,1,0,2,0,0,60,55,2,5
170,15,Toyota,Sedans,15.0,49,Fatal Injury,0,2,1,0,1,65,45,0,20
171,14,Chevrolet,Pickups,5.0,72,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
172,14,Chevrolet,Pickups,5.0,56,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
173,14,Toyota,Sedans,3.0,75,Fatal Injury,1,0,2,0,0,55,55,0,0
174,14,Toyota,Sedans,3.0,73,Fatal Injury,1,0,2,0,0,55,55,0,0
175,2,Ford,Sedans,16.0,41,Fatal Injury,1,2,2,0,1,60,60,2,0
176,2,Ford,Sedans,16.0,36,No Apparent Injury,1,0,2,0,1,60,60,2,0
177,23,BMW,Sedans,14.0,55,Fatal Injury,0,0,3,0,0,55,55,2,0
178,23,Ford,SUVs,12.0,32,No Apparent Injury,1,0,3,0,1,55,55,2,0
179,21,Ford,Pickups,18.0,66,Fatal Injury,0,2,1,0,1,80,45,2,35
180,7,Toyota,Sedans,19.0,56,Suspected Minor Injury,1,0,2,0,0,65,65,0,0
181,14,Toyota,Sedans,7.0,70,Fatal Injury,1,0,2,0,0,80,55,0,25
182,14,Chevrolet,Pickups,19.0,18,Suspected Minor Injury,0,0,2,0,0,5,55,0,-50
183,22,Ford,Sedans,19.0,63,Fatal Injury,0,1,1,0,1,55,55,2,0
184,13,Chevrolet,Pickups,2.0,80,Fatal Injury,1,0,1,0,0,50,50,0,0
185,11,Toyota,SUVs,17.0,25,Suspected Serious Injury,0,0,2,1,0,55,55,0,0
186,11,Toyota,SUVs,17.0,27,Suspected Serious Injury,0,0,2,1,0,55,55,0,0
187,8,Jeep,SUVs,50.0,21,Fatal Injury,0,2,2,0,0,62,55,0,7
188,8,Dodge,Pickups,6.0,58,Suspected Minor Injury,1,0,2,0,0,58,65,0,-7
189,13,Toyota,SUVs,16.0,55,Fatal Injury,0,0,1,0,1,55,45,0,10
190,7,GMC,Pickups,15.0,42,Fatal Injury,1,0,1,1,1,60,40,0,20
191,4,Ford,Sedans,20.0,28,Fatal Injury,1,0,3,0,0,85,55,2,30
192,4,Toyota,Sedans,2.0,44,Fatal Injury,1,0,3,0,0,55,55,2,0
195,12,BMW,Pickups,2.0,35,Fatal Injury,1,0,3,0,0,80,55,0,25
196,12,Ford,Sedans,7.0,71,No Apparent Injury,1,0,3,0,0,35,55,0,-20
197,6,BMW,Pickups,10.0,70,Fatal Injury,0,0,1,0,0,60,45,1,15
198,19,Ford,Pickups,5.0,81,Suspected Minor Injury,1,0,2,0,0,50,50,1,0
199,23,Dodge,Sedans,15.0,32,Fatal Injury,0,0,2,0,0,100,70,2,30
200,11,Chevrolet,Sedans,8.0,50,Suspected Minor Injury,1,0,1,0,0,70,70,0,0
201,11,Chevrolet,Sedans,8.0,66,Fatal Injury,1,0,1,0,0,70,70,0,0
202,12,Hyundai,Sedans,4.0,47,Fatal Injury,1,0,2,0,0,0,35,0,-35
203,12,Hyundai,Sedans,4.0,43,Possible Injury,1,0,2,0,0,0,35,0,-35
204,13,Ford,SUVs,19.0,48,Fatal Injury,0,0,1,0,1,50,35,0,15
205,14,Dodge,Pickups,17.0,51,Fatal Injury,0,1,2,1,1,55,55,0,0
206,14,Dodge,Pickups,17.0,22,Suspected Minor Injury,0,1,2,1,1,55,55,0,0
207,7,GMC,SUVs,14.0,17,Suspected Minor Injury,1,0,2,0,0,55,40,0,15
208,16,Toyota,Sedans,13.0,41,Fatal Injury,1,0,1,1,1,80,70,0,10
209,23,Dodge,Sedans,2.0,54,Fatal Injury,1,0,1,0,1,100,45,2,55
210,12,Chevrolet,Sedans,11.0,19,Fatal Injury,0,0,2,0,0,80,55,0,25
211,12,Chevrolet,Pickups,14.0,33,Suspected Minor Injury,1,0,2,0,0,55,55,0,0
212,17,Chevrolet,Sedans,10.0,25,Fatal Injury,0,1,2,0,0,55,55,0,0
213,17,GMC,SUVs,15.0,59,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
214,6,Toyota,Sedans,14.0,27,Fatal Injury,0,0,1,1,1,65,65,0,0
215,2,Hyundai,Sedans,6.0,22,Fatal Injury,0,2,1,0,1,50,35,2,15
216,14,GMC,Pickups,14.0,16,Suspected Minor Injury,1,0,2,0,0,55,45,0,10
217,14,GMC,Pickups,14.0,14,Suspected Minor Injury,1,0,2,0,0,55,45,0,10
218,14,GMC,Pickups,14.0,15,Suspected Minor Injury,1,0,2,0,0,55,45,0,10
219,11,Chevrolet,Pickups,12.0,43,Fatal Injury,0,1,1,0,1,70,40,0,30
220,10,Toyota,Sedans,12.0,34,Fatal Injury,0,0,2,0,0,55,55,0,0
221,10,Dodge,Pickups,4.0,34,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
222,10,Dodge,Pickups,4.0,40,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
223,10,Dodge,Pickups,4.0,18,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
224,10,Dodge,Pickups,4.0,12,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
225,10,Dodge,Pickups,4.0,18,Suspected Serious Injury,1,0,2,0,0,15,55,0,-40
226,11,Honda,SUVs,15.0,35,Suspected Minor Injury,1,0,2,1,0,40,40,0,0
227,11,Honda,SUVs,15.0,62,Suspected Serious Injury,1,0,2,1,0,40,40,0,0
228,11,Honda,SUVs,15.0,64,Fatal Injury,0,0,2,1,0,40,40,0,0
229,20,Toyota,Sedans,7.0,16,Suspected Serious Injury,1,0,1,1,0,80,45,2,35
230,20,Toyota,Sedans,7.0,16,Fatal Injury,1,0,1,1,0,80,45,2,35
231,20,Toyota,Sedans,7.0,16,Suspected Serious Injury,0,0,1,1,0,80,45,2,35
232,20,Toyota,Sedans,7.0,16,Fatal Injury,0,0,1,1,0,80,45,2,35
233,20,Toyota,Sedans,7.0,17,Fatal Injury,0,0,1,1,0,80,45,2,35
234,11,Honda,Sedans,5.0,70,Fatal Injury,1,0,2,0,0,45,50,0,-5
235,11,Honda,Sedans,5.0,75,Fatal Injury,1,0,2,0,0,45,50,0,-5
236,19,Jeep,SUVs,13.0,36,Fatal Injury,1,1,1,0,1,55,70,1,-15
237,10,Chevrolet,Sedans,11.0,30,Fatal Injury,0,1,1,0,1,70,45,0,25
238,16,Dodge,Sedans,12.0,41,No Apparent Injury,1,0,1,0,0,50,50,0,0
239,12,Dodge,Pickups,21.0,40,Suspected Serious Injury,1,0,2,0,0,55,55,0,0
240,12,Toyota,Sedans,15.0,43,Fatal Injury,1,0,2,0,0,55,55,0,0
241,17,Chevrolet,Sedans,13.0,45,Fatal Injury,0,0,1,1,1,45,45,0,0
242,17,Chevrolet,Sedans,13.0,29,Suspected Serious Injury,0,0,1,1,1,45,45,0,0
243,23,BMW,Sedans,22.0,52,Fatal Injury,0,0,1,1,0,60,35,2,25
244,23,BMW,Sedans,22.0,50,Fatal Injury,0,0,1,1,0,60,35,2,25
245,16,Chevrolet,Pickups,17.0,90,Fatal Injury,1,0,2,0,0,55,55,0,0
246,17,BMW,Pickups,6.0,80,No Apparent Injury,1,0,2,0,0,40,55,0,-15
247,13,BMW,Sedans,3.0,21,Fatal Injury,0,0,3,0,0,55,55,0,0
248,13,Chevrolet,SUVs,3.0,33,No Apparent Injury,1,0,3,0,0,55,55,0,0
249,6,Toyota,Sedans,26.0,54,Fatal Injury,0,2,1,0,1,55,45,0,10
250,5,Ford,Pickups,16.0,35,Fatal Injury,0,1,1,0,1,65,65,2,0
251,5,Ford,Pickups,16.0,30,Suspected Serious Injury,0,0,1,0,1,65,65,2,0
252,8,Jeep,SUVs,6.0,29,No Apparent Injury,1,0,5,0,0,45,45,0,0
253,8,Ford,Pickups,13.0,59,Suspected Minor Injury,1,0,5,0,1,45,45,0,0
254,15,Jeep,SUVs,15.0,54,Suspected Serious Injury,1,0,2,0,1,65,65,0,0
255,15,Ford,Pickups,9.0,70,Suspected Serious Injury,1,0,2,0,1,50,65,0,-15
256,15,Ford,Pickups,9.0,48,Fatal Injury,0,1,2,0,1,50,65,0,-15
257,16,Ford,SUVs,21.0,51,Fatal Injury,0,1,1,0,1,75,55,0,20
258,18,Ford,Pickups,15.0,18,Suspected Serious Injury,1,0,2,0,0,65,45,0,20
259,14,Chevrolet,Sedans,10.0,21,Suspected Serious Injury,1,0,2,0,0,82,40,0,42
260,20,Ford,SUVs,14.0,30,No Apparent Injury,1,0,1,0,0,55,55,2,0
261,22,BMW,Sedans,9.0,21,Fatal Injury,0,0,2,0,0,90,55,2,35
262,22,Hyundai,SUVs,2.0,37,Suspected Serious Injury,1,0,2,0,0,55,55,2,0
263,5,Chevrolet,Pickups,11.0,36,Possible Injury,1,0,2,0,0,60,65,1,-5
264,23,Ford,SUVs,22.0,70,Fatal Injury,1,0,2,0,0,65,70,2,-5
265,22,Chevrolet,Pickups,6.0,23,Suspected Serious Injury,0,0,1,0,0,65,45,2,20
266,22,Chevrolet,Pickups,6.0,21,Fatal Injury,1,0,1,0,0,65,45,2,20
267,15,Toyota,Sedans,4.0,57,Possible Injury,1,0,2,0,0,65,65,0,0
268,14,Ford,SUVs,19.0,44,Suspected Minor Injury,1,0,1,1,0,55,55,0,0
269,14,Ford,SUVs,19.0,17,Suspected Minor Injury,0,0,1,1,0,55,55,0,0
270,14,Ford,SUVs,19.0,12,Fatal Injury,0,0,1,1,0,55,55,0,0
271,14,Ford,SUVs,19.0,10,Suspected Minor Injury,0,0,1,1,0,55,55,0,0
272,14,Ford,SUVs,19.0,5,Suspected Serious Injury,0,0,1,1,0,55,55,0,0
273,19,Toyota,SUVs,6.0,23,Fatal Injury,0,0,2,0,0,65,50,1,15
274,19,Ford,SUVs,22.0,57,No Apparent Injury,1,0,2,0,0,50,45,1,5
275,2,Jeep,SUVs,19.0,60,Fatal Injury,0,0,1,0,0,55,55,2,0
276,7,Ford,Pickups,11.0,85,Fatal Injury,1,0,2,0,0,5,55,0,-50
277,7,Ford,Pickups,11.0,78,Suspected Serious Injury,1,0,2,0,0,5,55,0,-50
278,7,Chevrolet,SUVs,14.0,19,No Apparent Injury,1,0,2,0,0,70,65,0,5
279,7,Chevrolet,SUVs,14.0,33,Suspected Minor Injury,1,0,2,0,0,70,65,0,5
280,17,Chevrolet,Sedans,12.0,76,No Apparent Injury,1,0,2,1,0,5,70,0,-65
281,17,Chevrolet,Sedans,12.0,58,No Apparent Injury,1,0,2,1,0,5,70,0,-65
282,17,Chevrolet,Sedans,12.0,78,Fatal Injury,0,0,2,1,0,5,70,0,-65
283,17,Chevrolet,Sedans,8.0,22,Suspected Serious Injury,1,0,2,1,0,70,70,0,0
284,18,Chevrolet,Pickups,30.0,64,Fatal Injury,0,1,1,0,1,70,55,1,15
285,2,Chevrolet,Pickups,7.0,17,Suspected Serious Injury,0,0,2,1,0,55,55,2,0
286,4,Chevrolet,Sedans,7.0,18,Fatal Injury,1,0,1,0,0,60,45,2,15
287,7,Hyundai,Sedans,4.0,34,No Apparent Injury,1,0,2,1,0,45,45,0,0
288,7,Hyundai,Sedans,4.0,8,No Apparent Injury,1,0,2,1,0,45,45,0,0
289,8,Ford,Pickups,13.0,51,Fatal Injury,0,0,1,0,1,55,55,0,0
290,16,Ford,Sedans,2.0,25,Suspected Serious Injury,1,0,2,0,0,50,45,0,5
291,16,Ford,Pickups,8.0,45,No Apparent Injury,1,0,2,0,0,35,30,0,5
296,19,BMW,Sedans,18.0,20,Fatal Injury,0,1,1,0,1,80,60,0,20
297,18,Toyota,Pickups,3.0,30,Suspected Minor Injury,1,0,5,0,0,70,70,2,0
298,18,GMC,SUVs,12.0,33,Suspected Minor Injury,1,0,5,0,0,0,70,2,-70
